,name,link,min_salary,max_salary,currency,employer,site_name
80,Аналитик данных / Data Analyst,https://hh.ru/vacancy/51808966?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,120000,120000,руб.,Kor-Parts,hh.ru
81,Data Analyst,https://hh.ru/vacancy/51635508?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,3500,3500,EUR,Exness,hh.ru
82,Младший аналитик в группу управления качеством данных,https://hh.ru/vacancy/51710826?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,Lamoda,hh.ru
83,Продуктовый аналитик/Senior product analyst,https://hh.ru/vacancy/50453970?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,200000,200000,руб.,EWA,hh.ru
84,Аналитик С (удаленно),https://hh.ru/vacancy/51647313?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,120000,120000,руб.,ООО КОРС,hh.ru
85,Аналитик данных (удаленно),https://hh.ru/vacancy/51791739?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,60000,60000,руб.,ООО Кадровый центр «Президент»,hh.ru
86,Аналитик (количественные исследования),https://hh.ru/vacancy/51810252?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,80000,80000,руб.,Точка Роста,hh.ru
87,Стажер-аналитик,https://hh.ru/vacancy/51855516?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,GSK,hh.ru
88,Аналитик power bi / Data Analyst,https://hh.ru/vacancy/48893199?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,150000,150000,руб.,ООО Globaldrive,hh.ru
89,"Младший аналитик/ аналитик (направление ""Консалтинг"")",https://hh.ru/vacancy/50975679?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,50000,50000,руб.,Центр хранения и анализа больших данных,hh.ru
90,Младший аналитик (можно без опыта),https://hh.ru/vacancy/51374916?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,25000,25000,руб.,ИП Хусаинов Тимур Маратович,hh.ru
91,Младший аналитик,https://hh.ru/vacancy/50829629?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,50000,50000,руб.,Frank RG,hh.ru
92,Консультант / младший консультант / бизнес-аналитик (Консалтинг),https://hh.ru/vacancy/50864184?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,80000,80000,руб.,PMLogic,hh.ru
93,Аналитик BI,https://hh.ru/vacancy/51499946?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,Леруа Мерлен. Гипермаркеты,hh.ru
94,Data Scientist (Middle),https://hh.ru/vacancy/51421868?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,200000,200000,руб.,Леруа Мерлен. Центральный офис,hh.ru
95,Аналитик данных,https://hh.ru/vacancy/51703180?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,Домклик,hh.ru
96,Аналитик данных,https://hh.ru/vacancy/51028984?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,ТОО AVIATA.KZ,hh.ru
97,Web-аналитик,https://hh.ru/vacancy/51860739?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,120000,120000,руб.,Level.Travel,hh.ru
98,Аналитик (экономический отдел),https://hh.ru/vacancy/50635120?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,80000,80000,руб.,ООО Международный аэропорт Симферополь,hh.ru
99,Аналитик,https://hh.ru/vacancy/51030990?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,100000,100000,руб.,"РОГНЕДА, группа компаний",hh.ru
100,Data Analyst,https://hh.ru/vacancy/51506522?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,Wargaming St. Petersburg (Lesta Studio),hh.ru
101,Продуктовый аналитик,https://hh.ru/vacancy/49689503?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,Самокат (ООО Умное пространство),hh.ru
102,Аналитик продаж (бизнес аналитик),https://hh.ru/vacancy/51761325?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,68966,68966,руб.,ООО Молочный Дом,hh.ru
103,Аналитик по работе с маркетплейсами,https://hh.ru/vacancy/50927192?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,90000,90000,руб.,ZENDEN. Продажи,hh.ru
104,Аналитик,https://hh.ru/vacancy/49015493?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,Самокат (ООО Умный ритейл),hh.ru
105,Бизнес аналитик со знанием SQL,https://hh.ru/vacancy/46131555?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,150000,150000,руб.,АО Citibank,hh.ru
106,Аналитик данных (Customer support efficiency),https://hh.ru/vacancy/51733500?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,Лаборатория Касперского,hh.ru
107,Аналитик,https://hh.ru/vacancy/51833637?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,руб.,Долгачёва Елена Николаевна,hh.ru
108,Продуктовый аналитик,https://hh.ru/vacancy/39904397?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,Тинькофф,hh.ru
109,Аналитик данных,https://hh.ru/vacancy/51028984?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,ТОО AVIATA.KZ,hh.ru
110,Middle аналитик данных / Продуктовый аналитик (IT продукт),https://hh.ru/vacancy/50977482?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,150000,150000,руб.,Educate Online Inc,hh.ru
111,Младший аналитик,https://hh.ru/vacancy/49189879?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,75000,75000,руб.,ООО НПК КАТАРСИС,hh.ru
112,Системный аналитик,https://hh.ru/vacancy/51469237?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,180000,180000,руб.,ООО ГЕТСИЭРЭМ,hh.ru
113,Аналитик данных,https://hh.ru/vacancy/51803625?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,Сбер для экспертов,hh.ru
114,Аналитик данных (remote),https://hh.ru/vacancy/47347851?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,СберЗдоровье,hh.ru
115,Младший аналитик,https://hh.ru/vacancy/51096636?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,БУНГЕ СНГ,hh.ru
116,Ведущий аналитик,https://hh.ru/vacancy/50542605?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,137931,137931,руб.,Самокат (ООО Умный ритейл),hh.ru
117,Аналитик,https://hh.ru/vacancy/49015492?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,Самокат (ООО Умный ритейл),hh.ru
118,Аналитик в команду Careerum,https://hh.ru/vacancy/51775374?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,80,80,руб.,Careerum,hh.ru
119,Бизнес Аналитик BI,https://hh.ru/vacancy/50377310?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,руб.,CREDIX,hh.ru
120,Бизнес-аналитик,https://hh.ru/vacancy/51729310?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,руб.,Россион,hh.ru
121,Товарный аналитик,https://hh.ru/vacancy/51107494?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,70000,70000,руб.,Технолайт,hh.ru
122,Коммерческий аналитик / Ведущий аналитик,https://hh.ru/vacancy/50601494?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,руб.,ООО ВЛАДКОН,hh.ru
123,Аналитик бизнес-процессов,https://hh.ru/vacancy/51324366?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,51750,51750,руб.,ООО Процесс Оптима,hh.ru
124,Системный аналитик (junior),https://hh.ru/vacancy/50766433?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,45000,45000,руб.,ООО НТСсофт,hh.ru
125,Товарный аналитик,https://hh.ru/vacancy/51859470?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,90000,90000,руб.,Элком-Электро,hh.ru
126,Аналитик Data science (junior),https://hh.ru/vacancy/51653154?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,40000,40000,руб.,ООО Займиго МФК,hh.ru
127,Data Analyst,https://hh.ru/vacancy/51329904?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,100000,100000,руб.,ANABAR,hh.ru
128,Аналитик SQL (карты),https://hh.ru/vacancy/49294705?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,Банк Открытие,hh.ru
129,Junior data analyst,https://hh.ru/vacancy/51652486?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,Самокат (ООО Умный ритейл),hh.ru
130,Аналитик данных Яндекс.Толока,https://hh.ru/vacancy/50473901?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,Яндекс,hh.ru
131,Бизнес-аналитик,https://hh.ru/vacancy/51364679?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,руб.,Главгосэкспертиза,hh.ru
132,Junior (Middle) аналитик,https://hh.ru/vacancy/51337113?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,40000,40000,руб.,ООО Глассен-АйТи,hh.ru
133,Аналитик DWH,https://hh.ru/vacancy/50957484?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,220000,220000,руб.,Vital Partners,hh.ru
134,Стажёр/младший аналитик,https://hh.ru/vacancy/48411277?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,руб.,ГК АСНА,hh.ru
135,Аналитик,https://hh.ru/vacancy/51808598?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,Х5 Group,hh.ru
136,Аналитик данных / Data analyst,https://hh.ru/vacancy/51692334?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,KONNEKTU,hh.ru
137,Стажер-Аналитик,https://hh.ru/vacancy/50116410?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,Лига Цифровой Экономики,hh.ru
138,Продуктовый аналитик (Product analyst),https://hh.ru/vacancy/51710551?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,"Лента, федеральная розничная сеть, IT ",hh.ru
139,Старший аналитик,https://hh.ru/vacancy/51787072?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,55000,55000,руб.,Угольная компания Бурятии,hh.ru
140,BI-аналитик,https://hh.ru/vacancy/51762838?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,АО Aitas KZ,hh.ru
141,Аналитик,https://hh.ru/vacancy/51851563?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,80000,80000,руб.,ПКБ,hh.ru
142,Аналитик данных,https://hh.ru/vacancy/51631014?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,ООО Финтех,hh.ru
143,Программист-аналитик,https://hh.ru/vacancy/51852458?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,90000,90000,руб.,ООО НТЦ Комплексные Системы Мониторинга,hh.ru
144,Аналитик данных,https://hh.ru/vacancy/51716102?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,Фотосклад.ру,hh.ru
145,Руководитель отдела аналитики,https://hh.ru/vacancy/50615010?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,170000,170000,руб.,Зубкова Ирина,hh.ru
146,Системный аналитик (junior) / Младший системный аналитик,https://hh.ru/vacancy/51288085?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,50000,50000,руб.,ООО Подарки королей,hh.ru
147,Оператор-аналитик,https://hh.ru/vacancy/50756553?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,80000,80000,руб.,ООО ФИНТЕХ СТАНДАРТ,hh.ru
148,Аналитик данных,https://hh.ru/vacancy/51667934?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,ГАУ Города Москвы Центр цифровизации образования,hh.ru
149,Бизнес-аналитик,https://hh.ru/vacancy/51844197?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,80000,80000,руб.,Finbridge,hh.ru
150,Data Analyst in EdTech,https://hh.ru/vacancy/50126810?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,200000,200000,руб.,Novakid Inc,hh.ru
151,Аналитик данных,https://hh.ru/vacancy/51676299?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,АО НЗМУ,hh.ru
152,Аналитик,https://hh.ru/vacancy/51851562?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,80000,80000,руб.,ПКБ,hh.ru
153,Аналитик данных,https://hh.ru/vacancy/51803625?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,Сбер для экспертов,hh.ru
154,Системный аналитик / System Analyst,https://hh.ru/vacancy/50947993?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,200000,200000,руб.,Techno Diasoft,hh.ru
155,Junior Data Analyst / Аналитик,https://hh.ru/vacancy/51621650?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,dentsu,hh.ru
156,Data Analyst,https://hh.ru/vacancy/47493519?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,Леруа Мерлен. Центральный офис,hh.ru
157,"Аналитик по качеству данных по направлению ""детальные слои данных""",https://hh.ru/vacancy/51700687?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,"Иннотех, Группа компаний",hh.ru
158,Аналитик,https://hh.ru/vacancy/51694117?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,ООО Страховая компания «Сбербанк страхование»,hh.ru
159,Аналитик BI (middle),https://hh.ru/vacancy/51855505?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,ООО Диплей,hh.ru
160,Аналитик данных (Платформа монетизации данных),https://hh.ru/vacancy/51860643?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,Сбер. IT,hh.ru
161,Аналитик данных (Маркетинг),https://hh.ru/vacancy/49123119?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,,,,Mareven Food Central,hh.ru
